ASIN,name,ProductUrl,ProductRating,ProductPrice,ProductReview,Description,Manufacturer,ProductDescription
B01LXNNFDF,"URBAN TRIBE Havana Laptop Backpack for Men & Women | Laptop Bag 15.6 inch | Office Work/Casual/College Bag | Black, 27L ",https://www.amazon.in/dp/B01LXNNFDF,3.9 out of 5 stars,939,773," Laptop Compatibility: Yes, Laptop size: 15.6 inches  
 Outer Material: Polyester, Color: Black  
 Water Resistance: Water resistant  
 Dimensions: 33 cms x 17.5 cms x 47 cms (LxWxH)  
 Warranty type: Manufacturer; 12 months warranty against manufacturing defects  ","Backpack International Pvt Ltd, Backpack International Pvt Ltd, Contact no +919769487901","Product Description Ergonomically Designed The Laptop Bag by Urban Tribe is a well structured and ergonomically designed. It is has spacious compartments as well as an anti-clutter mobile phone charging compartment. The bag is very handy and provides comfort to the user. Carry it in style. Extra Charging Compartment The bag has a separate mobile phone charging compartment to give you an anti-clutter experience while you charge your phone. Spacious Compartment The bag has a spacious main compartment where you can carry your belongings such as your notebooks, pens, laptop, mobile etc. It is perfect for college going students who are looking for design and functionality, all in a single bag. Withstand heavy weight The bag is made of Polyester, making it durable and resistant to water, wear-and-tear thus making it sturdy enough to withstand heavy weight. Carry your laptop, books, mobile, wallet etc. with this bag all at once."
B07QHMKHWH,"Genie Camellia School Bag for Girls, 17 inch Backpack for Women, 3 compartments Water Resistant Stylish and Trendy College Backpacks for Girls ",https://www.amazon.in/dp/B07QHMKHWH,4.2 out of 5 stars,818,"3,339"," Outer Material : Nylon Twill, Color: Pink.  
 The backpack is LIGHT WEIGHT yet strong enough to hold your school supplies. The superior quality NYLON TWILL material lends a beautiful shine and soft feel to the backpack.  
 Dimensions (LxBxH): 12x8x17 inches, Capacity: 27 Litres, Weight: 440 grams, Water Resistant, Warranty type: Manufacturer; 1 year manufacturer warranty is non-transferable and valid for 1 year from the original date of purchase.  
 Number of Compartments: 3 Spacious compartment to keep your essentials like textbooks, stationary, lunchbox etc. It can accommodate upto 12-14 notebook/textbook. One Side Pocket: The backpack provides 1 exterior full fabric side pocket for holding water bottle, clipping pens or pencil or storing other items. Multi Level Organizer: Reduce clutter and organize your school essentials with the multi-level organizer.  
 Ergonomic Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.  
 EASY GRAB PADDED HANDLE for added comfort and convenience to hold the bag.  
 3 Main Compartment, 1 External Pocket, 2 Side Stash Pockets, Back Padded Mesh  ",Safari,From the manufacturer
B098QFF5TJ,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag ,https://www.amazon.in/dp/B098QFF5TJ,4.1 out of 5 stars,749,"1,457"," Care Instructions: Hand Wash Only  
 Spacious : This Rucksack bag is lightweight and comes with Three main compartment having the capacity of approx 45 Ltr, big enough to carry laptop of all sizes, books, clothes, camping gear; 3 main compartments to store all your essentials, A back mesh pocket to carry extra documents and numerous small pocket to carry all your small accessories  
 CAPACITY & SIZE : 45 Litres; Weight: 0.9 kg ; Dimensions: 22.9cm x 36.8cm x 50.8cm ; Utility : Ideal for Travel, Hiking, Trekking & Camping, Day trip.; HIGH QUALITY : A major problem in many rucksack and travelling bags is that it get torn between your journeys or within a short period of time but this Rucksack which is made from high Quality materials, is stitched properly and has bartacks on pressure points is strong enough to hold all your items without any problem  
 FEATURES : Back Padding, Chest Strap, Earphone Cord Support, Unique Design, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Padded Shoulder Strap , Breathable Mesh etc.; Closure Type: Zipper; Age Range Description: Adult  
 COMFORTABLE TRAVEL : Backside Honeycomb padded structure which helps you travelling comfortably all day long, provides proper air circulation while in summer also to prevent you feel more relax. Chest Strap, Hip Belt, Straight Shaped Straps structure which fits on your shoulders very comfortably makes you lift heavy objects easily.  
 12 Months Limited Brand Warranty  ","Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039. Ph-9560940507",From the manufacturer Multiple compartments Featuring multiple spacious compartments and functional pockets that are easy to access and will allow you to properly organize your backpack. Sturdy padding Side stretch mesh pockets The side pockets are designed to hold small items and they are made with durable mesh that can expand to secure various sizes of water bottles and compact umbrellas. Lightweight design This backpack is made with lightweight material and this water-resistant fabric makes it easier for you to carry anywhere. A perfect backpack for all your travels! Durable zippers Enhanced with durable and quality zippers that will last longer and will not break easily with regular use. Buckle Design For Stability
B08L6Q9V1H,Arctic Fox 15 Liters Draw String Bag Lavender Backpack ,https://www.amazon.in/dp/B08L6Q9V1H,4.3 out of 5 stars,229,"3,339"," Care Instructions: Hand Wash Only  
 Compartments : 1 Compartment and 1 front pocket :: Zipper : #5 SBS Nylon Zipper and Runner Puller  ","Arctic Fox, Outshiny India Pvt. Ltd. No.17, Ganesh Nagar, 8th B Cross Narayanappa Layout, Kodigehalli Bengaluru - 560097..","Product Description Water Repellent Fabric All our Arctic Fox bags are fabricated with water-repellent fabrics. The drawstring backpack is constructed with 600D Oxford PU-coated fabric. Grab Handle Grab a handle to make carrying the bag comfortable and handier for your travel. One Compartment The bag has one main, spacious and well-organized compartment apart from the quick-access front pocket. Premium Branding Arctic fox branding is given on the front to add to the bag's aesthetics. Brand Logo Arctic Fox customized logos are designed extensively to enhance the appearance and impression of the backpack, making you ultra stylish on the go. Quick access pocket The quick access front zipper pouch compartment can be used to store frequently required essentials like napkins, keys, phones, gadgets, and so on for quick accessibility as well as the organization of things."
B075Y72PHZ,"Lenovo 15.6"" Casual Backpack B210 ",https://www.amazon.in/dp/B075Y72PHZ,4.2 out of 5 stars,749,"27,722"," Care Instructions: Hand Wash Only  
 Compatible With 15.6"" Laptop : The Lenovo B210 Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 453g.  
 High Quality, Durable and Water Repellent Fabric : This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items  
 Convenient Travel : Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use. Fits Up To (L x D x H) 255 x 22 x 362 mm  
 Conveniently Placed Padded Laptop Compartments and Packets : The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.  
 High Quality, Casual yet Stylish Design : Very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop  
 There might be minor color variation between actual product and image shown on screen due to lighting on the photography  ","Lenovo, Ferns Icon, Level, 2, Outer Ring Rd, Doddanekundi, Mahadevapura, Bengaluru, Karnataka 560157, 1. DONGGUAN NIDAIKE ELECTRONIC TECHNOLOGY CO.,LTD. No.38 Taikang Street,Baihao Village, Houjie Town,Dongguan City,Guangdong Province,China-523957 2. Talent Hill Industrial Co., Ltd. Room 811, 7th Floor, No. 19 East tricy clic North Road , Chao yang District, Beijing, China.","From the manufacturer Key Features Casual Laptop backpack for all Perfect for daily commuters, college students and all types of travelers Durable design Features a durable, water-repellent snow yarn polyester fabric and streamlined design with a padded interior to protect your laptop, Notebook and other important stuff Enough Space for Everything you need In addition to the laptop compartment, there are separate pockets for mobile devices, business cards and other daily tools in quick-access compartments. The main compartment offers extra space for magazines, Notepad and other laptop accessories"
B0BWNBQXDZ,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty ",https://www.amazon.in/dp/B0BWNBQXDZ,4.3 out of 5 stars,"1,800",58," Care Instructions: Wipe with Damp Cloth  
 Handcrafted with care and made up of premium quality robust material  
 Padded laptop compartment fits up to 15.6"" Laptop, Back padding with Air mesh; Front access pocket for you to easily carry important small items with a bottle holder on the side  
 Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Slip In Pocket  
 GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty  ","Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800",
B07XG935R9,"EUME Propine Laptop Backpack | Built-in Massager, Water Resistant & Anti-Theft | Fits Up-to 15.6"" MacBook (Melange, 22L) ",https://www.amazon.in/dp/B07XG935R9,4.0 out of 5 stars,"3,499",47," EUME's Made in India Massager Backpack, made of High Quality Nylon Fabric. The inside has Polyester Lining 190. This product comes under the Bag/ Backpack/ Laptop Bag/ Laptop Backpack/Massager Backpack/ Massager Bag category. Find it in 6 colours - Black, Melange, Black Gold, Grey, Red, Teal Blue<br>  
 Capacity: 22 Litres ; Weight: 1.3 kgs; Dimensions: Centimeters: 33.02 x 16.5 x 49.5, Inches: 13 x 6.5 x 19.5; Main Compartment: 1; Front Pocket: 1; Side Pocket: 2 - to keep your 1 liter water bottle; Padded Internal Laptop Sleeve; Padded Shoulder Straps; Padded Back Panel<br>  
 Maintenance: Wipe with a clean, dry cloth when needed. This bag is Water & Dust Resistant and has a Premium Quality Zipper and Metallic Zinc Pullers. It also comes with Chest and Waist Belts.<br>  
 Other Specs: This bag has 2 Sets of massagers for maximum relaxation of the upper and lower back. It has an Internal Organization panel, a Top Carry Handle and a Heavy Duty Reversible Zipper and can be powered using a Power Bank (10000 mAh recommended); This bag has an adjustable torso and can be custom adjusted to different heights for perfect placement of the massagers on upper and lower backs. It fits most 15-inch laptops<br>  
 Pocket Description: Utility Pocket; Compartment Description: Up To 14 Inches; Age Range Description: Adult; Warranty Description: 1 Year Warranty Against Manufacturing Defects; Style Name: Travel Backpacks; Pattern Name: Solid; Special Features: Laptop Compartment<br>  ",,Product Description
B07MXM5M99,"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port ",https://www.amazon.in/dp/B07MXM5M99,3.9 out of 5 stars,479,"10,260"," The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps, This makes this product a suitable alternative to bulky and unsightly backpacks, The compact design of this backpack helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease  
 Utility - Black color backpack for men for stylish office use as well as for trendy college and school students. Huge compartment size that can fit up to a 15.6 inch laptop with ease, Multiple pockets for other accessories and water bottle. Padded Handle provided on top of the bag as well as padded shoulder straps provided to ensure comfort and ease while carrying this backpack.  
 Make - Made of extremely light weight fabric but do not let that fool you as it is one of the most durable fabrics and can easily take all the weight you stuff inside this bag comfortably.  
 Capacity: 25 liters; Weight: 440 grams; Dimensions: 30 cms x 19 cms x 42 cms (LxWxH)  
 Warranty: 10 Days No Questions asked Return Policy. 1 Year Manufacturer Warranty Against Manufacturing Defects.  ","Fur Jaden, 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028","From the manufacturer Weight Distribution This bag efficiently distributes the weight of your internally placed belongings in a manner that reduces the strain upon your back and shoulders. It makes the bag easier to carry. Laptop Compartment This bag has a separate compartment for the storage of your laptop. It can store a large sized laptop up to 15.6 inches. It keeps the laptop safe and secured. Diverse Utility This laptop bag is suitable for college going students, and also for office going individuals. It is an efficient and elegant accessory that conveniently stores your day-to-day belongings. USB Charging Port This laptop bag is equipped with a USB charging port hole within it. This makes it convenient for you to charge your mobile and other electronic devices on the go. It is easy to use. Multiple Compartments This bag has multiple pockets within it that enable you to keep your belongings in a compartmentalised manner. This makes it easier for you to locate your essentials, and keep them safe. Compact Though this backpack is abundantly spacious and accommodating in nature, it is still compact and lightweight. It is also durable and resilient. It is an ideal storage accessory."
B0BPTV3795,ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Black) ,https://www.amazon.in/dp/B0BPTV3795,3.8 out of 5 stars,599,223," Material: Water Resistant Strong Polyester  
 Compartments: 2 with padding  
 Laptop Size: 15.6 inch and below  
 Dimensions: LxWxH - 11 x 6 x 18 inches  
 Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover  ","ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com","Product Description About The Item High Quality large and spacious laptop backpack with 2 compartments and 2 front easy-access pockets. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort. It comes with a full sized rain cover. Adjustable Adjustable Padded Shoulder Straps Compartment 2 Large compartment with padding Material Water Resistant Strong Polyester"
B07G4D13L7,Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown ,https://www.amazon.in/dp/B07G4D13L7,4.4 out of 5 stars,988,"4,268"," Care Instructions: Hand Wash Only  
 Capacity: 28 liters; Weight: 600 grams; Dimensions: 48 cms x 33 cms x 18 cms (LxWxH)  
 Concealed quick access Pockets on back panel; Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve  
 3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric, Embedded Organizer, USB and Headphone cable slot  
 Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot  
 Special Features: Back Padding; Closure Type: Zipper; Pocket Description: Utility Pocket; Age Range Description: Adult; Water Resistance Level: Waterproof  
 Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .  ","Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366",From the manufacturer
B0BXQZ6Q85,ADISA Large Laptop Backpack Office Bag College Travel Back Pack with USB (Black) ,https://www.amazon.in/dp/B0BXQZ6Q85,3.9 out of 5 stars,499,67," Material: High Quality Polyester  
 1 large compartment and 1 easy-access pocket  
 Laptop Size: 15.6 inch and below  
 Dimensions: LxWxH - 12 x 4.5 x 17 inches  
 USB / Reflector Logo / Adjustable Padded Shoulder Straps / Bottle holder / Padded Top Handle  ","ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",
B07FWQ9HRV,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel ,https://www.amazon.in/dp/B07FWQ9HRV,4.0 out of 5 stars,219,"3,628"," Strong stitching at major stress points provide long-lasting durability against daily activities  
 Adjustable shoulder strap  
 Main large compartment with double zip closure  
 High quality double zippers, easy to access  
 Highly water-resistant finish to save inner items from water splashes  ","Freewill Sports Private Limited, Freewill Sports Private Limited - 391 Leather Complex Kapurthala Road Jalandhar,144021 (Punjab) Contact No. - 0181-5057000,5099000","From the manufacturer Nivia comes up with biggest range of 'ready-to-go' sports bag for carrying your fitness outfit and equipment's to and from your workout. Nivia Basic Duffle Gym Bag has a large compartment with one pocket and a side mash pocket for a water bottle. Made with high-quality accessories and a zipper, this bag has adjustable handles as well as a shoulder strap for better comfort, it will keep your stuff organized and carry it comfortably through the day. Nivia Beast Polyester Gym Bag Nivia Ashtang Backpack Bag NIVIA Sports Space Polyester Gym Bag Nivia Jungle Round Bag NIVIA Dominator Bagpack YOGA 3.0 Adjustable Shoulder Strap ✓ ✓ ✓ ✓ ✓ ✓ Zip Closure ✓ ✓ ✓ ✓ ✓ ✓ Foldable ✓ x ✓ ✓ ✓ x Outer Pocket 2 pockets 4 pockets 2 pockets 3 pockets 3 pockets 1 pocket Top handle ✓ x ✓ ✓ ✓ ✓ Internal Zip Pocket ✓ ✓ x x x ✓ Shoe Compartment x ✓ ✓ ✓ ✓ x Pocket for Bottle x ✓ ✓ ✓ ✓ ✓ Yoga Mat Mount Strap x x x x x ✓ Water Resistance ✓ ✓ ✓ ✓ ✓ ✓ Top Grab Handle The top grab handles is positioned in a way that allows you to quickly grab the bag and go, without having to fumble around for the handles. Strong and durable ropes The basic Duffle Bag has strong and durable robe with resistant to wear and tear, and is not easily fray or break. Also resist moisture, mildew, and UV rays. Main Compartment with reliable zipper The main compartment of this duffle bag is the heart of the bag and secured with a reliable zipper to ensure the safety of your belongings. Water Resistance The overall design of the bag is made of water-resistant polyester material , with no gaps or holes that can allow water to seep in. We have an excellent range of gym bags with a wide range of designs, and colors with stylish contoured designs these duffle bags are made from tough polyester with attractive patterns .These bags comes with right size to hold all your gym essentials, such as workout clothes, shoes, water bottle, and towels. Also comes with durable and sturdy materials that can withstand the wear and tear of frequent use."
B07GXYHFCY,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Blue White ,https://www.amazon.in/dp/B07GXYHFCY,3.8 out of 5 stars,339,"2,461"," Capicity: 21 Litres, Weight: 0.4kg; Dimensions: 45cmX29cmX16cm; Outer Material: Polyester; Inner Material: Polyester<br>  
 Water Repellent: Yes; Laptop Compartment: Yes ; Compartments: 2,one front pocket to hold essentials and A mesh stash pocket on one side to accommodate a drinking bottle & other accessories.<br>  
 Utility: Office, College, School, Camping, Weekend trip, Day trip<br>  
 Accessories shown in the picture are not part of the bag.<br>  
 Closure Type: Zipper; Strap Type: Adjustable; Age Range Description: Kid; Warranty Description: No Warranty; Style Name: Daypack Backpacks; Color Name: Blu-Wht; Water Resistance Level: Water Resistant<br>  ","Rushi Enterprise, Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876","Product Description Capicity: 21 litres, weight: 0. 4kg, dimensions: 45cmx29cmx16cmOuter material: polyester, inner material: polyesterWater repellent: yes, laptop compartment: yes, compartments: 2, one front pocket to hold essentials and a mesh stash pocket on one side to accommodate a drinking bottle and other accessoriesUtility: office, college, school, camping, weekend trip, day trip Dzert Casual Backpack Pump up your style quotient a notch higher as you step out carrying this Dzert's Casual Backpack. It has a vibrant and stylish design, along with the added benefit of spacious interiors. Made from polyester, this backpack features a blue colour along with the brand name in front. Spacious Compartments The bag has spacious compartments for carrying your belongings separately. There are also external pockets for carrying a bottle and other essentials. Adjustable padded shoulder straps This backpack comes with padded shoulder straps which can be adjusted according to your size for a customized fit. Furthermore, the broad straps distribute the weight of the backpack evenly across your shoulders. Separate bottle pocket his trendy and stylish backpack from Pole Star comes with a bottle pocket which can comfortably accommodate your bottle in a secure manner. Stay active all day and travel comfortably with the help of this ergonomically designed stylish backpack. Top Padded handle This amazing travel buddy comes with an easy to use loop handle at the top. The top Padded handle provides a secure hold while you pick up or move the backpack. Spacious zippered compartments This casual backpack comes with two spacious zippered compartments which can accommodate your notebooks & Laptop and other essentials with ease. Store your umbrella, notebooks and water bottle in this spacious bag and move around comfortably all day. college to picnic, to a casual outing to camping and short trips, this bag can be your great companion everywhere. Pack your bags and ready, steady go."
B09RK6NCGC,Trajectory 15.6 Inch Vegan Leather Messenger Laptop bag for men in Office for all laptop like Apple MacBook with 2 Years Warranty and Spacious Multiple Compartment with Expandable Bottom Used as Shoulder and Handbag for Men ,https://www.amazon.in/dp/B09RK6NCGC,4.2 out of 5 stars,"1,399",451," PREMIUM LEATHER: We present you a Messenger bag made from Premium Grade 100% Vegan Leather. This vegan leather comes in dual tone Brown shade tone with grain pattern that is rich in taste and is perfect for men with Class.  
 PERFECT FIT: This bag is suitable for upto 15.6 inch laptop. You get to store the laptop inside a separate 10mm Thick Padded Laptop Compartment so that you laptop stays safe from sudden shock.  
 SPACIOUS: With 2 Large Main Compartments, 3 Medium Compartments, Inner Accessories pocket, you get plenty of space to store your day to day office things likes Laptop, books, few clothes, bottle, documents and other small essentials. Moreover, the bag is  Expandable upto additional 30% with its bottom chain giving you more space in the hour of need.  
 TOP NOTCH CRAFTSMANSHIP: At Trajectory, we train every artisan to a degree of perfection so that you get a bag with fine stitching standards. Moreover, We use Best in Class Antique Style Hardware for providing Classic look and durability to the bag.  
 QUALITY GUARANTEED: While amazon gives 10 days return policy, we at Trajectory give 30 days return in case of any manufacturing defect. Along with that, we provide 2 years warranty against manufacturing defect. Our Customer support team is happy to serve you, call us.  ","Trajectory Marketing LLP, Customer support contact no:- 8178915719","Product Description Introducing our stylish and versatile product, crafted from high-quality vegan leather that's cruelty-free. With two spacious compartments, this bag offers ample storage space to keep your belongings organized and within easy reach. And if you need even more room, the expandable storage feature at bottom allows you to expand the bag to fit even more items. This bag is designed with functionality in mind - it can easily accommodate a 15.6 inch laptop in a dedicated padded compartment, ensuring your device stays safe and secure during your commute or travel. Additionally, the bag features a durable handle that allows for comfortable carrying, even when the bag is fully loaded. For added convenience, our product also comes with detachable shoulder straps that allow you to wear it as a shoulder bag, depending on your preference. The straps are adjustable for a custom fit, ensuring maximum comfort during extended periods of wear. Finally, our bag is thoughtfully designed with multiple pockets to keep your small items organized and easily accessible. With all these features, our product is the perfect choice for anyone who needs a reliable and stylish bag that can keep up with their busy lifestyle. We are proud to say that this product is MADE IN INDIA!"
B0C1NZLF67,Half Moon Valex Unisex School Bag/Laptop Backpack/College Bagpack/Office Back Packed | Laptop Bag for Men & Women | School Bags for Boys & Girls with Small Pockets & Laptop Compartment ,https://www.amazon.in/dp/B0C1NZLF67,3.9 out of 5 stars,649,48," Trendy Design: The Laptop bag for men features a unique, trendy design that makes it stand out from other laptop backpacks. It's perfect for individuals who want to express their style while carrying their laptop.  
 Secure Laptop Compartment: The 17-inch padded compartment in laptop backpack for men / Laptop bag for men provides secure storage for your device. The padding ensures that your laptop is protected from scratches and bumps while you're on the move.  
 Front Pockets: The small pockets in College Bags for men / College bag for women in Second Compartment provide easy access to smaller items like your phone, wallet, and keys. These pockets are convenient and ensure that you don't have to dig through the main compartment to find what you need.  
 Strong Built: The Laptop bag for men is built with strong zippers and stitching that can withstand daily wear and tear. This ensures that your belongings are kept safe and secure in college bag for girls and the backpack for men can hold up to daily use.  
 Comfortable to Wear: The Laptop bag for men / backpack for men is designed for maximum comfort. The padded shoulder straps and back panel provide added comfort, reducing strain on your back and shoulders while carrying the laptop backpack. This makes it easy to wear the backpack for extended periods of time, whether you're commuting to work or school or going on a trip.  ",Half_Moon,Product Description
B0BJ986NTC,"WALKENT Premium 2 in 1 Multifunction Travel Backpack & Laptop Bag Ideal for Sales & Marketing Jobs - Waterproof, Cushioned Strap, Multiple Carrying Positions for Men - (Model Duo, 35 Ltrs) ",https://www.amazon.in/dp/B0BJ986NTC,4.6 out of 5 stars,"3,190",19," Care Instructions: Wipe with Damp Cloth  
 With its water-resistant and scratch-resistant outer, the Duo bag is designed to keep your belongings safe and dry, even in challenging weather conditions  
 The Bag features multiple compartments, including anti-theft pockets and a separate shoe compartment, making it easy to stay organized and keep all of your essentials in one place  
 With its cushioned laptop compartment and padded shoulder straps and back, the Walkent Duo is designed for comfort, even when you're carrying a heavy load. With its huge capacity this bag is perfect for people in sales and marketing  
 The Bag also includes a number of convenient features, such as an external USB and audio port, a trolley sleeve for travel, and a high-quality durable zipper, separate shoe compartment, waterproof toiletries bag making it the ultimate choice for anyone looking for a functional and stylish laptop backpack  
 The Bag also includes a number of convenient features, such as an external USB and audio port, a trolley sleeve for travel, and a high-quality durable zipper, separate shoe compartment, waterproof toiletries bag making it the ultimate choice for anyone looking for a functional and stylish laptop backpack  ","Walkent (OEM Shenzhen Xinli Bag Co., Ltd.), Walkentstore@gmail.com, Contact: +91 8001655655","Product Description Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:45Loaded: 9.37%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:45 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio TrackFullscreenThis is a modal window. Previous page Next page 1 Front 2 Side 3 Back 4 Hide Shoulder Straps 5 Shoe Compartment Walkent Duo 2in1 Bag Previous page Comfortable Handle Main Compartment Padded Laptop Compartment Water Resistant Shoulder Strap Adjustable Backside Pocket Next page Walkent Duo 2in1 Bag Walkent Duo 2in1 Bag Duo Laptop Bag Spruce Laptop Bag Ritzy Laptop Bag Craft Laptop Bag Hustle Laptop Bag Flair Laptop Bag Aura Laptop Bag Bag Dimension 52 x 26 x 26 cm 44 x 31 x 18 cm 44 x 31 x 17 cm 46 x 35 x 16 cm 49 x 35 x 10 cm 46x18x31 cm 50 x 31 x 18 cm Colors Black Coffe Beige Black Black/ Grey Black Black Weight 860 gms 900 gm 1180 gm 1030 gm 1080 gm 1080 gm 900 gm External USB No Yes Yes Yes Yes Yes Yes Expandable No No No Yes Yes Yes No Water Resistant Yes Yes Yes Yes Yes Yes Yes Waterproof Zipper No No No Yes No No No Outer Material Polyester Faux Leather Faux Leather Polyester Polyester Polyester Polyester Shell Type Soft Soft Soft Soft Soft Soft Soft"
B0BXFDK5J2,"uppercase 26 Ltrs Ryder Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty ",https://www.amazon.in/dp/B0BXFDK5J2,4.2 out of 5 stars,"2,400",57," Care Instructions: Wipe with Damp Cloth  
 Handcrafted with care and made up of premium quality robust material  
 GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty  
 Padded laptop compartment fits up to 15.6"" Laptop, Tablet Sleeve; Back padding with Air mesh; Front access pocket for you to easily carry important small items with a bottle holder on the side  
 Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Gadget Pocket; Internal Organiser  ","Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800","Product Description Never Ordinary Standout in sustainable fashion with uppercase—India’s 1st GRS-certified bags brand. We are an environmentally sensitive brand of Travel Gear for the young with a taste for things that don’t just help them look or feel good but also do good. And it's ready to get working and go places with you. Features that Stand Out! Stylish and sturdy yet lightweight, the uppercase day backpack is made with premium quality robust material with sturdy stitching, it offers a little extra than what you need for your school essentials. Designed with Care This 26L laptop backpack promises durability, robustness, and reliability. It successfully goes through the tear test, break test, and 2000 jolt test before it reaches you. Strength & Safety This durable bag features a smooth inner surface and a wrinkle-free, sturdy outer that stays upright. Spacious Storage It is designed with a spacious main compartment, a side bottle pocket, and a quick access-front pocket for easy accessibility. Rainproof This bag is 3x more water-resistant and comes with rainproof zippers to protect your school belongings. Designed for good - A Promise of Sustainable and Ethical Production Choose uppercase for sustainable bags that don't compromise on quality. Our school backpack is made with premium recycled material and is GRS-certified for sustainability, making it a stylish step towards sustainability. Vegan Leather Laptop Backpack 7A Blue Nexus Professional Backpack 03 Black Matrix Professional Backpack 08 Black Tall Boy Laptop Backpack 10A Red Apex Professional Backpack 01 Black Rainproof Zipper ✓ ✓ ✓ ✓ ✓ Laptop Sleeve ✓ ✓ ✓ ✓ ✓ Bottle Holder ✓ ✓ ✓ ✓ ✓ Sturdy ✓ ✓ ✓ ✓ ✓ Rapid Access Pocket ✓ ✓ ✓ ✓"
